h_471	h_472	h_499	h_501	w_473	w_477	w_498	w_502
Aamp	22.3401442249429	23.7206826268852	25.5943092015123	26.2904761198716	24.4002739661723	24.5600106369185	25.1600383013014	25.4074617811878
Aanat	0	0.159966620673874	0	0.10350782164004	0.0534494518227188	0.10697281377127	0.0526225614399949	0.168853298163308
Aar2	11.8590448380783	12.042646834447	12.4050373190158	12.7729478440469	11.9647156038252	13.2005306399262	11.3245336067463	11.1578010502533
Aard	0.115906781585404	0.106905711758202	0.182704100518402	0.323491530780609	0.126071559019938	0.157698406449806	0.19859386793689	0.225689358777789
Aars	86.0267965563019	84.9537857811006	94.4823613231424	88.0777627998428	84.1228402040547	90.1743739179468	84.0186906244313	83.7505264213612
Aars2	8.87949499119187	7.11700730663078	5.81804499544579	7.12564502024671	6.73573413402265	7.53745549382502	6.64857651074205	6.92889483758377
Aarsd1	2.28801345890578	1.50899165994471	1.40516897408751	1.57727195146361	1.27988606947547	1.71739745767408	1.31736219387823	1.3171405765774
Aasdh	3.19152016581339	3.0129365250401	2.86941918240119	2.21845039735736	3.19369690063473	2.90063119512528	2.64872152207639	2.79648402322458
Aasdhppt	8.39513930408862	9.10963641579555	9.72554453564062	9.76055066204146	9.99079864794137	9.63936557919663	9.30740599222507	9.3894550687297
Aass	0.747275034174051	0.483365411657099	0.622110844008544	0.791113695380771	0.893034809528379	0.636964905634097	0.692151209408185	0.810346182766007
Aatf	2.48594286618206	2.71859191232817	2.91173519842788	2.27045211349795	2.37018533667371	2.60012801066657	2.25864514148284	2.34908323891043
Aatk	154.321950247428	143.857752290212	145.377495042466	157.165786814216	148.13669059268	135.788005627449	160.958904246737	154.706843001729
Abat	80.4137589928501	86.7181470060569	71.6175511573665	78.9376756951913	77.1760621997301	78.4915831790966	78.4948801574754	81.4570212356938
Abca1	4.7666889286271	4.96503023759088	4.26974803291779	4.43321874865369	4.30158968483327	3.91938306359574	3.63003590592335	4.216860954003
Abca12	0.0163212189913019	0	0.0514543427810128	0.170175086833812	0	0.111918424123654	0	0.0672989684095546
Abca13	0.41878028615784	0.16359192652484	0	0	0.0819911562662952	0.0820478451234314	0	0.172680001804402
Abca14	0	0	0	0	0.0779606145777837	0	0	0
Abca15	0	0.0210989952733901	0	0	0	0	0	0
Abca16	0	0	0	0	0	0	0	0
Abca17	0.0149587089313147	0.0438259170730599	0.204355180929499	0.0708948715128786	0.175722002501405	0	0.100918704345207	0.0771009873981205
Abca2	117.745610243918	98.4033499435771	111.670020572017	118.685808173617	109.750548942775	107.627788008581	116.455591382205	117.952163305522
Abca3	51.6542139981375	50.0370133035726	49.0345260884597	48.8684365375622	46.8816836783846	53.2753313689444	48.3610971050789	50.0782779775309
Abca4	0.358996040623078	0.375637142649189	0.363783988521354	0.449659791949052	0.363982422679126	0.200956734283235	0.271852807647294	0.370071365532245
Abca5	7.91444465810349	7.37521712174568	7.3250240287632	7.673697109602	7.69592239250174	7.7678247241379	7.31483846867332	8.07297754029647
Abca6	0.909268387187547	0.601541146492382	0.770581530653148	0.667255778786688	0.803968837833395	0.861990753826527	0.763262063029212	0.75590328170826
Abca7	171.396453349237	162.363801627161	148.144634303516	155.151474128313	202.600147134015	153.629239047204	152.386930149137	173.150492244101
Abca8a	2.69480751847922	2.93251308915036	3.56008667161754	4.15992274587326	3.31637145606275	3.24324021127231	3.71030169528089	2.14298580364292
Abca8b	14.273187408221	12.7639618285687	19.0739707094999	13.5925546887265	10.8638050308476	13.4581656461761	14.0139919769298	13.9899109658583
Abca9	2.6902214946525	2.64454844647713	2.08310260364245	2.13058504881664	2.09643116288672	1.95917778756573	2.42221288045826	2.22587158267237
Abcb10	14.7278249958483	15.1582985997543	15.3379857741603	17.5128518942403	13.424660862614	15.6369365204218	16.1918562036205	18.2277198325269
Abcb11	0	0	0	0	0	0	0	0
Abcb1a	36.2681639715433	30.0842614102058	20.4651688907356	25.1719245889589	31.4930205492445	28.9381135464254	22.8643453930986	22.8389613336064
Abcb1b	1.35436959242984	1.56075540711537	1.25247208602944	1.07836847803914	1.19324738185076	1.45942181683135	0.704872340387949	1.03315323113481
Abcb4	3.69890289425925	2.27626881140562	3.72731673027497	2.73763553455927	4.46419714581011	3.57382696085198	3.61377662289981	5.01437866422244
Abcb5	0	0	0	0	0	0	0	0
Abcb6	25.1838911437338	28.9231640862027	34.0868512290666	32.6557478926473	25.9351855421008	25.8544361297638	24.7572566951894	28.7646052068761
Abcb7	6.26997276597841	7.6423049846441	6.83325997917918	6.79433762220544	7.57420404781888	6.42485246664985	6.2438114039224	6.4634066139794
Abcb8	12.7964053652363	14.3311666649159	14.7053099338247	15.3964904097837	13.3955519870209	12.7376057780104	13.3076672155097	14.2549903060242
Abcb9	37.9519910570836	34.9687454868606	34.6359115857058	40.4103479960181	40.1687438343355	39.4323242573688	39.8104603217981	44.8324441360183
Abcc1	38.0593615409861	36.0137215849112	40.3343108792319	39.7441805691853	36.2049094099228	38.8629314990648	38.6497405395253	42.5583992810734
Abcc10	4.38013158559162	4.92219970097876	4.63446733175285	3.9811912524259	3.78856548239298	3.37973848075667	4.59738569877362	4.76267390060422
Abcc12	0	0.012076108336108	0	0.0117209296148226	0.024209852080303	0.012113295411364	0	0.025493952587601
Abcc2	0.0900483904652085	0.0293136802351618	0.283886929790268	0.0284515154406507	0.0881508979553367	0.117615794227701	0.0289290528119363	0.154710763037954
Abcc3	2.56722618258265	2.54893267283603	1.79854398355629	1.74394202096781	1.71730536127654	1.59274934078974	0.989700156981439	1.01446377326335
Abcc4	11.5166634897757	10.1129797983138	8.33953348578286	7.01765242959617	8.47917379868804	8.81685337989241	9.09418628290125	6.13550981861321
Abcc5	61.1966955815516	59.6270500256449	55.2352841172176	55.0263598906089	62.1735901257825	57.2055374939453	55.2262506049581	56.9568083411962
Abcc6	0.145716551023871	0.113845145516547	0.275631962388777	0.110496767704449	0.256762842245461	0.228391438766457	0.505581179256413	0.360508865275233
Abcc8	7.62250534392783	7.24494652658382	7.87629671126093	6.8747913780747	7.61162133167551	8.2661921687925	7.89927149976457	8.81687934196943
Abcc9	5.92861674665979	4.07100431255419	4.67264544490301	4.09761251098248	4.86663538807557	4.93049708674373	4.31518743380136	3.40589887632067
Abcd1	5.93171424757236	7.16353881214752	6.84566273150021	6.8022438639947	6.81771335119264	6.30361138096088	7.40132909604085	7.12473202250112
Abcd2	17.5834757119007	16.1006173811099	16.2371817694983	16.7694436382816	20.056575094233	19.2682300053678	18.1379945283848	19.7983690911246
Abcd3	54.7983716410774	55.9801556735768	55.5683354592973	54.6976425415789	58.5838220310657	55.883868092234	53.5539026734955	52.9265807385798
Abcd4	2.316796543916	1.53159120119579	1.84783500211307	1.82439554706234	1.67481392619181	2.59542870012915	2.07258034180272	1.89836976064454
Abce1	21.2193833898083	23.4085067212671	22.1525874818646	20.1133061136548	22.0397450788464	22.7782694574685	21.3996988114355	21.7747419864906
Abcf1	56.4741684771504	54.1468138514581	58.7883403146454	57.4034898411029	56.9751938649751	58.9996835423593	56.6380471999445	54.5522318734089
Abcf2	26.2095565062586	25.5961896007473	25.7594397389767	25.6059405109392	27.0231974675837	24.1111127998906	25.551106205216	25.2428501617318
Abcf3	30.5789523741606	34.1556141122759	36.6221289396049	32.9146688222157	30.4228250158315	30.5965367498455	36.0507542685384	33.1932472208611
Abcg1	17.0114055810374	13.42456486838	15.5263455664943	16.6508134483313	17.6438086641913	14.8252890157844	17.5281945665431	15.3820599509045
Abcg2	2.82626653026756	3.4552676794804	3.47603885708459	3.25442223705626	3.12535947580481	3.80429525257566	2.67346645786358	2.95662154974782
Abcg3	0.111149955649412	0.21709755662883	0.116803937277951	0.140474900797197	0.072538541759404	0.0725886950590759	0.249957166839976	0.076386015835782
Abcg4	25.5722868858057	31.5889905943104	31.8350002722229	28.0874846703298	29.6988488602635	25.785617141034	31.7911939884605	28.7494161810112
Abcg5	0	0	0	0	0	0	0	0.00370711187964204
Abcg8	0	0	0	0.00328043342023187	0	0	0	0
Abhd10	4.67208953847739	6.87427738309707	7.20240804469636	6.57454806331137	6.99142270951254	6.79463536632685	6.06996575568794	5.79220295645265
Abhd11	14.0172218292105	13.6539942867448	14.8059845222798	13.2182515885421	12.557787477968	13.7313393647949	14.2041473017437	14.3753733860458
Abhd12	871.132725131552	986.964964717683	970.30092550769	939.298194625988	977.272206647127	897.71099076787	1036.86777480983	931.548295667135
Abhd12b	0	0	0.161401804238623	0.291166158016009	0.300705227657166	1.20365254352504	1.33223923728735	0.316654756555605
Abhd13	116.54278683092	126.495509662398	124.936952169897	119.512923933793	124.653454094549	110.181573689115	119.408109416126	115.78422533686
Abhd14a	4.10357037626246	4.00753692134174	4.09139343210406	3.70634395896019	3.34209571495247	3.43501844425888	3.46868887498752	3.40667291955673
Abhd14b	22.5829899840051	21.183921379993	28.8840289117988	25.0673578000466	22.8343310122329	21.976865771931	19.3308582797348	23.2796939116005
Abhd15	2.52699899168748	1.31619259403461	2.65554250563546	3.67275830374895	0.824583423418866	1.15521495897435	1.13655737400741	1.04198360063169
Abhd16a	15.1994612330963	13.3367090215401	14.9106565179013	15.5462891425211	13.0744271789553	13.8192446542329	16.2678820491547	15.93585173234
Abhd16b	0	0	0	0.00496276655021089	0.00512535473029966	0	0	0
Abhd17a	46.2285497492002	48.3204798415578	48.3578176435982	49.5422768671045	45.7815152455215	45.3233897395399	49.410069577023	50.8066120821181
Abhd17b	24.8246917161774	24.9720865138459	24.5946298873287	27.0653371027854	26.9785867311876	24.9794048503474	25.7739617007534	22.8081761662597
Abhd17c	18.9636409626194	18.6504974469041	24.5325265005911	22.2549427395325	21.805381058703	19.7235965789592	21.7259150128013	19.9624137606314
Abhd2	314.754648352876	288.633790774943	291.429466934054	285.08105243839	311.945809768075	294.092898246447	313.080294888636	300.86559507047
Abhd3	9.89984365064046	10.8628793408304	7.56220205881587	8.18525169526925	9.25850066378374	10.4632969445012	8.5901482809908	9.09253874591561
Abhd4	20.9640169398036	20.0167523777788	18.8773635751512	19.8343154329555	20.693919476621	19.3912985554059	18.909115544577	19.2207350542224
Abhd5	4.05860518810804	3.8340232415299	4.05587309267301	4.39213285771017	4.05968928773175	4.79916213673353	4.45519316037349	4.092616156474
Abhd6	25.9494598174294	23.6279166210227	25.6026209642039	23.5945079889422	27.1417119244527	25.6273920596872	24.7650695128792	26.2921977854673
Abhd8	142.459018808775	144.341977597755	133.495276341993	149.979758324036	144.266964674173	153.489321707453	145.201204987633	147.649076209511
Abi1	46.6050941285403	48.7102025031378	50.0052600791536	49.6285891329649	49.1120956897704	46.9000752821489	47.6090428881387	52.8342981763377
Abi2	173.23276337739	178.258803747932	187.727287993123	185.922043077611	177.694038820924	182.618639029623	191.70464910792	189.364752557695
Abi3	114.448599494491	115.639195287985	109.785266942658	104.171376124425	113.760593073478	101.909124238	106.768304466088	103.156376462538
Abi3bp	19.365656772797	19.0568235208787	17.2437652603439	34.1901861050299	15.1950110350512	14.7710735575714	18.0943993075459	25.9063172707055
Abl1	125.742670775304	118.234933331119	111.016371437175	106.117405198661	116.801101199226	103.602430206945	107.898506343587	106.251438422517
Abl2	143.951947478931	135.613013878086	131.028167574168	141.501979580075	129.649859963395	142.559139686943	135.351805843847	144.395866754752
Ablim1	344.355639067247	279.635955835781	312.599216759853	349.880670150991	340.776852523904	304.076263962553	339.39360553885	291.871865167533
Ablim2	65.3726522068426	69.4687659073842	60.3191529253943	65.4866913991708	66.2427186736401	59.9500116564568	60.7319154836902	62.3115756034659
Ablim3	3.20795270716694	2.95883004217175	2.97315379313606	3.53344740422919	3.33662716974985	3.11342876620081	3.04167392525351	3.52891306462838
Abo	0	0	0	0	0	0	0	0
Abr	1274.91871792745	1294.21996235234	1321.61123891003	1331.92743380185	1375.10318551795	1303.73308186384	1310.09557892427	1335.09483041217
Abra	0	0.0584099292615664	0.0209506724989447	0.188973315637498	0.117098630459888	0	0.0384290182329835	0.205515983266871
Abracl	4.82708378820301	6.74606594687023	5.903489637792	5.83766632081359	6.51774877680556	5.09551184527996	3.97046669240812	4.50414093376508
Abt1	10.2958857741318	10.8702023648506	10.7708804028574	11.4736593679367	12.3943619423162	10.7673800327394	11.0851592484703	8.79679331545062
Abtb1	96.7169055180156	99.832757506637	102.828426185341	101.81043515668	107.366183647537	96.4900641740896	105.392898566225	98.5316821254874
Abtb2	13.5992074228634	13.1734150516767	11.571637734054	12.9947130997229	12.5041857236211	11.2184003358339	13.6903914173135	14.5863151244853
AC074312.5	11.7569052081379	10.3675011019627	10.9995600397018	10.3917250649296	13.0631446737896	14.1898719529242	12.3829451478475	13.9094320916539
AC074335.4	0.157307199801774	0.0998567904791823	0.107450921816215	0.119285949280302	0.0923954610119783	0.0693445075704021	0.0454830279644968	0.0567560899785419
AC090443.3	2.26660698735801	1.30209583006243	1.40112051030146	1.83250854241756	2.08832491811515	1.89385296624254	1.67051418830595	2.06164737216305
AC092855.1	0.579723298093009	0.360281328380464	0.553829720426647	0.382988165364195	0.37833827662748	0.344181691367454	0.406347479782635	0.543280219580696
AC099860.1	41.182798147314	38.4352089383205	43.8919177486231	41.3214904853239	42.0077029006984	41.27331016345	40.9587967046758	41.9010015745784
AC101869.3	1.87144978924971	1.68026194671073	2.41072832670858	1.83112152463361	1.09329912403684	1.77414329730911	1.45457463092176	1.74249018666127
AC102077.1	6.20355689968278	5.80057534117654	7.0739384513959	6.50574384317021	3.48865049274134	6.98212510599487	6.3605171919101	6.53100435395936
AC102096.1	27.8754231829833	29.1098184682988	30.6710511426849	31.1313361248622	25.1941506521046	31.7679299519918	30.7228566234022	25.8903136427669
AC102103.4	0	0	0	0	0	0.0114139465334271	0	0
AC102225.2	0.0196320638796437	0.0191726261830241	0	0.0372174537968671	0.0384367571872539	0	0	0.0607131878854124
AC102232.1	0	0	0	0.569030308813013	0	0.147019742784626	0	0.618843052151818
AC102506.1	0.514276194356595	0.594887267391605	0.650622488757229	0.733570061623126	0.762490752895777	0.67986854963631	0.837313241820107	0.802933575898407
AC102628.1	3.59211725827724	4.13770358708779	3.5328642586655	3.40487528240684	3.11068316694416	4.73692115186914	2.97378947090925	4.08272546322278
AC103360.3	0.277081806372889	0.14759859441091	0.277941126148939	0.179071838396427	0.382206271787889	0.333119493874941	0.315600870080379	0.337562738351609
AC103620.3	400.125020343795	403.690858461152	389.565079302188	361.95982155526	377.713661548142	375.606778588138	379.361406964919	345.034192284646
AC103635.1	64.3444949866869	65.1454147407948	68.8586561037731	59.6394317981656	58.2445523342772	58.4045041005901	61.582422319558	56.2961780262778
AC104325.1	96.4231324490258	94.4502326673304	99.6798834320663	105.16160820092	92.0599602048754	89.1647300154641	97.913476753547	92.3322344422231
AC107707.3	0.750284236707209	0.274772165249494	0.788449733631973	0.688950851689348	0.367237153522629	0.734982124119176	0.836097803117382	0.845940294327277
AC107822.4	0.0903982822938841	0.0993180872481211	0.178118750139126	0.0535538748500686	0.0442467084456369	0.0442773007125111	0.0435621892142286	0.034945179038957
AC108412.2	0	0	0	0	0	0	0	0
AC109152.2	2.31700021833745	2.78132983978192	2.65467538971526	3.35534334475592	3.07148911106962	2.86870522873468	3.02397160209669	2.58752172499723
AC109227.1	1.03739958606117	1.65942385239278	1.56007097835608	1.23763231564427	1.208141919648	1.45427695963183	1.17221292035299	1.12471823316824
AC110211.1	0.152927007945225	0.14934814671535	0.32141221361312	0.144955565736418	0.0499015140724176	0.199744064334974	0.0491295121030298	0.315289865363555
AC110247.1	0.0820135595083036	0	0	0	0	0	0	0
AC110508.1	2.49133880287077	2.72617226187004	2.3657244149189	2.1907666889301	3.55541955086525	2.88158695857867	3.03755054525331	2.16595068253136
AC110885.1	0.0337702892093015	0	0	0	0	0	0	0
AC112938.1	0	0	0.282774492067667	0	0.0658541027576842	0	0	0.0693470314413584
AC113029.1	0.271939697317007	0.1180336230215	0.222267686470664	0.0859215412643053	0.118315291413397	0.236794189707277	0.0582424466423245	0.12459078311079
AC113182.4	1.45626375335564	1.7357933966984	2.03260683375275	1.75552821213492	1.90808062649219	1.5948244186988	1.66263501681332	1.60127007482779
AC113276.3	0.106352115837207	0	0	0	0.416444290100751	0	0	0
AC113977.3	0.0391290209141655	0	0	0.0148357558015039	0	0.0153323924449822	0.00754238142396963	0.00806723671743701
AC114005.5	0	0	0	0	0	0	0	0
AC114558.6	4.21556016763587	3.11549634252702	2.39459324207591	3.02386433854777	3.01139772783838	5.35729744805943	3.45894484054857	4.05199114060677
AC114618.3	0	0	0	0.0307626154874214	0	0	0	0
AC114920.2	2.72290654238325	2.93700914411126	2.64313172279126	2.81210476668039	2.79372264198326	2.755842695945	2.36752098644489	2.57416498451589
AC115293.2	0	0	0	0	0	0	0	0
AC115631.4	0.0153708802717668	0	0	0	0	0	0	0
AC115722.3	0	0	0	0	0	0	0	0
AC115818.1	0	0	0	0	0	0	0	0
AC116475.2	3.0407253967874	5.07420829312795	4.68452016445948	3.46986330096962	4.21933121483008	4.01981189882317	4.06869868579659	4.19966730299534
AC116718.1	0.189981610941323	0.37107116506518	0.748671019661082	0.517726170528466	0.627676875802457	0.442003933528397	0.457752883851522	0.367205064078036
AC116734.1	0	0	0	0	0	0	0	0
AC116769.1	0.482708378820301	1.7677943896919	1.26815703330347	1.14386704934861	0.118134196579601	1.18215874810495	0	1.61720107812327
AC117685.1	0	0	0	0	0	0	0	0
AC117750.1	0.102599959060995	0.0166998120483715	0.0539095095129004	0.0972518543980598	0.0334793269658788	0.0502537119639756	0	0
AC120180.2	0.0218278982670679	0	0	0	0	0	0	0
AC121113.1	24.5641401985199	20.814228241789	22.455556941686	23.3363928949344	20.3742629166726	25.6419565296186	19.6573457636295	22.8585152388578
AC121814.2	0	0	0	0	0	0	0	0
AC121838.2	33.342852615675	32.8494654886215	33.1655902801508	32.6432203074908	27.4585655051046	30.5116417263517	28.3007503268225	31.3275550321963
AC121847.1	0.678116701897786	1.02648305731728	0.819502853516632	0.610630861779561	1.12850671732577	0.19928593574705	0.130711545962189	0.559229730614257
AC121888.2	0	0	0	0	0	0	0	0.0295472809679855
AC122037.6	0.0218723049400728	0.0373807703387165	0.0229849064663843	0.0362813388132581	0.0214114134729071	0.0374958803957831	0.0105400839725383	0.0225470836459974
AC122248.4	0.0490923838982872	0.023971751790481	0.0515896177931672	0.0930668084982678	0.192231652383576	0.0480911404376443	0.0473144325774301	0.0506069245636812
AC122423.2	0.0934889745541296	0.114126383524246	0.122805720616344	0.177231574444527	0.0915189823304418	0.274746776239411	0.112628921026709	0.240932966944482
AC122462.1	1.50260119416036	1.89903572704321	1.48615114216729	2.26208685543828	1.1248353246817	1.81829798475335	1.36299513397942	1.82230315805543
AC122733.3	0	0	0	0	0	0	0	0
AC123675.1	0	0	0	0	0	0	0	0
AC123679.2	3.88393217718696	3.64387433978559	2.15539900199106	2.82315673784803	2.79816755662162	2.57566654176593	2.77590807867746	3.52015511427428
AC123684.1	24.752836634855	22.0844873626971	23.5231660557337	24.0418981379886	26.175729603878	22.377012685382	20.4693605464923	16.5384606379333
