Estimate	Pval	FDR
Iws1	-0.0186461607991178	0.869438471939617	0.986106313258111
Izumo4	-0.00403444465157523	0.958570004560779	0.995731613510781
Jade1	0.116368334986997	0.0524564757032131	0.402345695278371
Jade2	-0.0251947543662494	0.753147683747259	0.972077290661492
Jade3	0.0967790070995414	0.405764116245649	0.863650285113691
Jag2	-0.131163493275881	0.119996711054058	0.588335672638061
Jagn1	-0.000575786920062535	0.995380372571407	0.999560212462957
Jak1	-0.016089523216248	0.766460098812107	0.974315017872275
Jak2	-0.0242381120064481	0.471587697713036	0.895689622602197
Jak3	-0.226458677411453	0.0235235580115305	0.253200139187534
Jakmip1	0.0201426438634927	0.736602952675959	0.969530320731735
Jakmip2	-0.0204775540046712	0.796056575836527	0.980060113091398
Jakmip3	0.11776227825721	0.0139324221397574	0.186000838242947
Jam2	0.0792825006125032	0.242314782645543	0.747074843245428
Jam3	0.0610943647875592	0.572605700009658	0.934406219365075
Jarid2	0.0375229272937301	0.702443023207472	0.962374450024589
Jazf1	-0.0988729320913065	0.224150434874933	0.729133306889219
Jcad	-0.00505479292855212	0.960862896768585	0.995911522468502
Jdp2	0.115192663219803	0.310118369777874	0.808003466493814
Jkamp	0.0879335743266324	0.0360324961766305	0.324187796029249
Jmjd1c	-0.0471030672110561	0.616702956678286	0.943731368143457
Jmjd4	-0.029721715401911	0.781747530637452	0.977314464949861
Jmjd6	0.0207059940738577	0.815975146276815	0.980184140730502
Jmjd8	-0.0846146354248383	0.0627626426573631	0.441866627567511
Jmy	0.090845102028684	0.00261850548767395	0.0614087231418862
Josd1	-0.0201075907269244	0.453856198305459	0.886547502608715
Josd2	-0.0387105860711154	0.750310747055517	0.971544664816976
Jph1	0.0308844513459357	0.73008548027145	0.968269420741179
Jph3	-0.00137334976643712	0.971307225294903	0.998720153991374
Jph4	0.0598569289466217	0.174981440247611	0.681605872821864
Jpt2	0.0367991297899655	0.822914971345593	0.980352974154106
Jrk	-0.100291070760772	0.524519937630168	0.917261636833792
Jrkl	0.242578418658022	0.0070439360095127	0.118088394075579
Jsrp1	-0.153912378486643	0.481600745433364	0.897923950480343
Jtb	0.0865696505367889	0.332957060660278	0.823935627377438
Jun	0.0672853578071469	0.622327557101732	0.944830971566836
Junb	0.114419502061462	0.523598110510441	0.916998498423618
Jund	-0.0490387679838674	0.367753965080393	0.843479258314168
Jup	0.00701446329325733	0.941751306979879	0.99502283478351
Kalrn	-0.0290705017619902	0.626783875052535	0.945135460008003
Kank1	0.141424143191104	0.115955541420527	0.57909517657619
Kank2	-0.101043369512966	0.291706829412193	0.794103005272882
Kank3	0.0723495349808874	0.735599363768273	0.969530320731735
Kank4	-0.114381384238106	0.226975323744978	0.732533517987546
Kansl1	-0.100956210173113	0.0112692157667782	0.160845984026054
Kansl1l	-0.0367551523434299	0.816439767801351	0.980184140730502
Kansl2	-0.0451832450394185	0.541350972731656	0.923546846760189
Kansl3	0.00837337087921702	0.678401928866787	0.958586255205361
Kars	0.0401435679951325	0.616240171903428	0.943710496193315
Kat2a	-0.020779628475968	0.478483508005659	0.897210943315592
Kat2b	0.132796137361815	0.00171185163569598	0.045905043105276
Kat5	-0.0666175488962096	0.135460345012489	0.620413387933354
Kat6a	0.0248444318221489	0.712882218416698	0.964555450360428
Kat6b	0.0764896801382339	0.165200056408349	0.670018154565846
Kat7	0.0113272035636889	0.78234367705668	0.977314464949861
Kat8	-0.0388410708038305	0.578926021547416	0.9361350075703
Katna1	0.0456961843597385	0.71709483969525	0.965317362961169
Katnal1	-0.078770714986906	0.0585162321865909	0.424696895465538
Katnal2	0.1053165300335	0.555188330970763	0.926801372540897
Katnb1	-0.0876478540137225	0.0906636810716539	0.522305986986804
Katnbl1	0.00988465362580458	0.920737358564062	0.993382838565721
Kazn	0.00839172633470408	0.897286981213621	0.989192994823347
Kbtbd11	-0.0528077320934535	0.350450440355692	0.83659384066025
Kbtbd2	0.0183644615566717	0.78582476804347	0.977409913464011
Kbtbd3	-0.0111700490213351	0.938782855509835	0.994781508532854
Kbtbd4	0.050851610741906	0.469084542992739	0.894835243798424
Kbtbd7	0.066156226154586	0.393822645909863	0.85907719366528
Kbtbd8	-0.165033242292832	0.162515643777191	0.667132641072108
Kcmf1	-0.0448133996998822	0.493855184995575	0.906290951344946
Kcna1	0.0630965890849332	0.684925883659393	0.958594701201069
Kcna2	-0.0627958585041996	0.290420430489833	0.792340610732999
Kcna4	0.154327732089436	0.164415673829728	0.668947712011985
Kcna6	0.0579770260823571	0.271176076388048	0.775531027324913
Kcnab1	-0.0202644480578051	0.759364887712526	0.972765336232952
Kcnab2	0.0664201666000057	0.0939274356368796	0.52869922767165
Kcnab3	-0.106648491391334	0.0693995692633504	0.461496798646368
Kcnb1	-0.134851751313111	0.0259522576786237	0.269733658037307
Kcnb2	-0.212493867968669	0.000205715345845237	0.00927173428738816
Kcnc1	0.0128549470922221	0.774502362061206	0.976323744767632
Kcnc2	-0.0276198476596599	0.57314807375786	0.934429725725244
Kcnc3	0.00674773559936188	0.915260794297473	0.992342881361095
Kcnc4	-0.0692719239252701	0.36255559787057	0.841946330280094
Kcnd1	-0.142682687123619	0.182231609171992	0.691523038136712
Kcnd2	-0.0395878857943747	0.5640120800283	0.9309454532001
Kcnd3	0.0133895125310817	0.873859753634115	0.986106313258111
Kcnf1	-0.0546555004177473	0.252144548380518	0.760259197776376
Kcng1	-0.151744554923473	0.203628908171077	0.711796533672386
Kcng2	0.293727800101306	0.00216976238828193	0.0536943079753541
Kcng4	-0.29339114658417	0.115044210273856	0.577363392517763
Kcnh1	-0.15605478317423	0.0640237318242163	0.445612367174278
Kcnh2	-0.146220651654788	0.137378620334044	0.62500000696933
Kcnh3	-0.0453417743310875	0.269793295306375	0.773540646968452
Kcnh4	-0.222137343084176	0.158357361640038	0.660920164571949
Kcnh5	-0.363935697062322	0.00521915159057285	0.0991484478330558
Kcnh7	-0.0736763331225589	0.344008971241349	0.83199433052515
Kcnip1	0.186498156927686	0.0906502597226886	0.522305986986804
Kcnip2	-0.127854272201847	0.0386676164725326	0.336886849844027
Kcnip3	-0.111105066912935	0.00851389710827921	0.132607529993612
Kcnip4	-0.048412355848664	0.240664338917072	0.74535071297023
Kcnj10	-0.182596577455791	0.0175084812567543	0.21391772612419
Kcnj11	0.0134874738546147	0.835085343556904	0.983985464709166
Kcnj12	-0.351122719691403	0.00218920698654435	0.0536943079753541
Kcnj16	-0.497279731621014	0.0354189578385338	0.320751793815145
Kcnj2	-0.106773397300724	0.39531269890269	0.860188961815956
Kcnj3	-0.0258812364783037	0.639849789975319	0.948557981094199
Kcnj4	-0.0163974922668753	0.802090200174295	0.980184140730502
Kcnj6	0.0327279839856297	0.818003444904391	0.980184140730502
Kcnj9	-0.066364257503812	0.425718968672572	0.874325636537949
Kcnk1	-0.0873607788075847	0.212984178939603	0.720928469905029
Kcnk10	-0.0285797389125224	0.795354886889769	0.979768556125282
Kcnk12	-0.231025529766284	0.0132717788518724	0.180013614825639
Kcnk13	-0.262065433143264	0.222539774125844	0.728014877189959
Kcnk2	-0.0147266946623733	0.778400729278041	0.976765586450487
Kcnk3	-0.0376222609961985	0.54081073551993	0.92324424038181
Kcnk4	-0.2598342433989	0.00693263681943335	0.11671683134147
Kcnk9	-0.00883289901440127	0.875298515702754	0.986106313258111
Kcnma1	0.0052341077847348	0.88842787832434	0.988664424637885
Kcnmb4	0.0755257604832164	0.303869538289329	0.803141835141162
Kcnn1	0.0139491107089914	0.898258688798317	0.989192994823347
Kcnn2	0.0109196287230135	0.93881386757681	0.994781508532854
Kcnn3	0.0705170795916927	0.427180021193978	0.875199815209557
Kcnq2	0.0298527923958776	0.377708603451085	0.849603788248768
Kcnq3	0.00528332047685676	0.930146923774532	0.994124729992627
Kcnq4	0.262152384665435	0.000310110586223322	0.012638026489213
Kcnq5	0.0753762395027938	0.150325594673799	0.646543198537665
Kcns1	-0.0145076725756546	0.866588685421749	0.986106313258111
Kcns2	-0.0580720368475457	0.313676319313523	0.811810302898524
Kcns3	0.114209460331665	0.483385753683846	0.899368595652429
Kcnt1	0.0238832875723656	0.721070126479004	0.966007875566014
Kcnt2	0.0691975340305739	0.276547296539435	0.781170506834993
Kcnu1	-0.316327599437951	7.32926289215285e-06	0.000677628641573744
Kcnv1	-0.0513215177460517	0.418719812005284	0.870965560259795
Kctd1	-0.039135897970212	0.315836990500235	0.812986593664536
Kctd10	0.0762669064305818	0.293300372662496	0.794103005272882
Kctd12	0.153426554244613	0.0922415473660321	0.524074506525332
Kctd12b	0.0726371083866775	0.775563121075624	0.976368658026687
Kctd13	0.0663594091245668	0.214675807497605	0.722708882142403
Kctd15	-0.299539008071917	0.000248431206449462	0.0106868549191055
Kctd16	0.199022504532241	0.136984644635556	0.624226973559823
Kctd17	-0.0733114582254701	0.0523631562562776	0.402141304619953
Kctd18	-0.0200109324700745	0.867522755164283	0.986106313258111
Kctd2	-0.0697928974870787	0.389319907322946	0.854771677170855
Kctd20	-0.00460526374164961	0.933616625914756	0.994265837439901
Kctd21	-0.268413569822024	0.00370001727283342	0.0779680252769342
Kctd3	-0.042314008594039	0.285333655876528	0.786254150946241
Kctd4	0.0757379146419912	0.628019617789563	0.945322084499711
Kctd5	0.131474558564809	0.146517001066833	0.639154621907391
Kctd6	-0.0227653641230441	0.85858659548894	0.986106313258111
Kctd7	-0.0040156653791434	0.968849506548513	0.998305170504145
Kctd8	0.271086028978643	0.000425360756942661	0.0162647975856871
Kctd9	0.0523558229505618	0.569448175506238	0.932706945161727
Kdelc1	0.0752102514598307	0.435619719624397	0.87916977119706
Kdelc2	-0.00716104558619995	0.944114436026147	0.99502283478351
Kdelr1	0.046298559776367	0.65629380765413	0.95265854857391
Kdelr2	-0.0483770290811669	0.659806254737896	0.95332235508827
Kdm1a	-0.0537229486058906	0.297008325943799	0.796975557746962
Kdm1b	0.0135455297625413	0.845563957060492	0.985413547378746
Kdm2a	0.00915870647385021	0.769859626856708	0.975134538097102
Kdm2b	0.012619999568306	0.819459732252128	0.980184140730502
Kdm3a	0.0538658928641065	0.492509906582895	0.905600886260154
Kdm3b	-0.0912996171953697	0.0540707239816733	0.408464755737165
Kdm4a	0.0452237387510364	0.363165187173915	0.841946330280094
Kdm4b	-0.0478778242445053	0.590605378109482	0.937806639129789
Kdm4c	0.0189243283867397	0.860399502687657	0.986106313258111
Kdm5a	0.0376816207096277	0.335906710949655	0.82619579947494
Kdm5b	0.0493245167793514	0.366972848734587	0.843479258314168
Kdm5c	-0.118071066110872	0.377217389668189	0.849603788248768
Kdm6a	0.0863851094845597	0.567602431812694	0.932376033661557
Kdm6b	0.110858574198907	0.515845731225596	0.91258214538825
Kdm7a	-0.157414760270908	0.0731624459873654	0.475057412650666
Kdm8	-0.221082328594165	0.202021323201823	0.711796533672386
Kdr	-0.169877897970969	0.446382503423092	0.882253760904823
Kdsr	-0.111166061250343	0.0579063779156292	0.422747269296836
Keap1	0.00588309095332058	0.92102461689698	0.993416020124315
Khdrbs1	0.0146851142002826	0.853068369101032	0.986106313258111
Khdrbs2	0.355761569720633	0.00592122619026481	0.105255181268052
Khdrbs3	0.0446244464466364	0.552747483084725	0.926489213667302
Khk	0.101332314597334	0.347312306083303	0.833562991101519
Khnyn	0.0815267423097185	0.201704131478293	0.711130473786162
Khsrp	-0.0647551595373624	0.498571965880414	0.907504349291309
Kidins220	-0.0456852551504679	0.447776183583649	0.882376195072027
Kif13a	-0.082108220538512	0.450688286244477	0.884056703930421
Kif13b	0.0875729458043553	0.403115502777545	0.862077631919595
Kif16b	-0.205814021712664	0.0654040056740937	0.449435682496347
Kif17	0.151163091424204	0.0439707380444603	0.361722094045696
Kif19a	0.0757514886390091	0.537026979581964	0.921297089716248
Kif1a	-0.0299330838077889	0.604394370300781	0.940436359999007
Kif1b	0.00687794291232677	0.86168512758059	0.986106313258111
Kif1bp	-0.0388266874699095	0.175204095743045	0.681605872821864
Kif1c	0.081149526397281	0.438180292698576	0.87916977119706
Kif20a	0.00426860414422128	0.974424319455946	0.998720153991374
Kif21a	0.0487225523142072	0.545634337801249	0.924505505772272
Kif21b	-0.0571689082478206	0.402088210908222	0.861937967357916
Kif26a	0.161426281543567	0.020704490436392	0.235328377996753
Kif26b	-0.00259117277975867	0.981338575649672	0.999560212462957
Kif2a	-0.00467319692276389	0.930182168803173	0.994124729992627
Kif3a	-0.10049791463378	0.184428141002832	0.693813710495532
Kif3b	-0.0256084840646448	0.706323635422944	0.963516656786069
Kif3c	0.00244520452300557	0.91803095815137	0.9925919266526
Kif5a	-0.0491185779346442	0.30388463774774	0.803141835141162
Kif5b	-0.0215603003675668	0.717775809879047	0.965317362961169
Kif5c	-0.0411597103074948	0.421257077993019	0.872235808958413
Kif9	0.270828034299704	0.00100068075458704	0.030993584671447
Kifap3	0.0413838139035836	0.0146820852779874	0.192227782325144
Kifc2	-0.00381217758054818	0.916540093937156	0.992468559246301
Kifc3	-0.139347085668163	0.00480592340479502	0.0942114903171217
Kifc5b	-0.116186714872297	0.513011365970201	0.911059077075107
Kin	0.144067560340549	0.510541388903348	0.910902447678728
Kirrel	0.137328617814703	0.106414822435899	0.557698415320672
Kirrel2	-0.243623637542993	0.219499255762727	0.725472353799372
Kirrel3	-0.096121805925103	0.31465011662343	0.812284800119567
Kiss1r	0.109965843121358	0.273330663072465	0.778063269820194
Kit	0.0484100350551777	0.47492232673674	0.896164780811732
Kitl	-0.281556210067269	1.25838894859953e-10	5.99622334007677e-08
Kiz	-0.200941403178239	0.0516297661836909	0.397295722306411
Klc1	0.0471260711412262	0.293603376053815	0.794147198526889
Klc2	0.0517288604411725	0.0763973065448478	0.484000738110529
Klc3	-0.287035888023092	0.0535005957193975	0.406607006008234
Klc4	0.0229835569238396	0.865065321843008	0.986106313258111
Klf10	0.138879574156743	0.326199063964915	0.818954481646123
Klf11	-0.0549597809605392	0.773009345976744	0.975568394187493
Klf12	-0.249951080331859	0.080541094741903	0.497825287405413
Klf13	0.238275050823602	7.95647723705883e-07	0.000109525329433247
Klf15	-0.0862244264364249	0.516418380070146	0.912813141773298
Klf16	0.0249363527241238	0.825094167433756	0.980370317443325
Klf2	0.169706685956893	0.450974818249344	0.884318933727624
Klf3	-0.070233197754691	0.491511077809446	0.905072940395546
Klf4	-0.133712611647965	0.582759417974838	0.936192918289668
Klf5	0.1267512370959	0.111653436261828	0.568485843840469
Klf6	0.0669436452797179	0.424910464429451	0.873672268495167
Klf7	0.0830900908444344	0.1231670488038	0.594795905097637
Klf9	0.113774332015057	0.263175041381388	0.767958414442176
Klhdc1	-0.0562991623831006	0.65687697753904	0.95265854857391
Klhdc10	-0.0288579777194532	0.630336610182344	0.945783920032708
Klhdc2	-0.00785479977812029	0.862696221203084	0.986106313258111
Klhdc3	-0.0366253154487227	0.555787363112577	0.926985681421879
Klhdc4	0.0177152945745265	0.826490409080089	0.980845091376443
Klhdc7a	-0.266871321102049	0.433278297235641	0.877140954840922
Klhdc8a	-0.138564912606048	0.0853964990879796	0.511250356810326
Klhdc8b	-0.0420444766103457	0.750343138261215	0.971544664816976
Klhdc9	0.0635764317800168	0.568848605145808	0.932706945161727
Klhl11	-0.161210651734501	0.416255008615532	0.869551163242419
Klhl12	0.0161721186566798	0.646667075582275	0.951162568585921
Klhl13	0.237899230084491	0.0135754320374921	0.182612407722573
Klhl15	0.0491951910149332	0.558382951383383	0.928315403205681
Klhl18	-0.0203971488178647	0.749951492153785	0.971544664816976
Klhl2	0.0623488454082905	0.263713748041259	0.768379497761796
Klhl20	-0.0470473895999863	0.586272970783474	0.937077583060987
Klhl21	0.153136401855762	0.33211210431295	0.823760993752262
Klhl22	-0.00820820284526908	0.811396457666127	0.980184140730502
Klhl23	-0.162896233799378	0.00134771473855921	0.0386734619086715
Klhl24	-0.0974903769943368	0.0905457616421248	0.522305986986804
Klhl25	-0.063215828852213	0.704380625124404	0.962914361395784
Klhl26	0.16159560482854	0.00185055215568375	0.0482662961195073
Klhl28	-0.00242472163149789	0.959590881300818	0.995731613510781
Klhl29	0.0655457033888567	0.603032788159877	0.940424361730587
Klhl3	0.223093979320758	1.05871267308544e-09	3.69698391986282e-07
Klhl32	-0.0380206502769483	0.692915838020666	0.960846419782784
Klhl33	-0.377434918179813	0.00603011440886103	0.106268972135675
Klhl34	-0.0697730743057963	0.481539387058689	0.897923950480343
Klhl36	-0.413531060577894	0.00566616671917131	0.103934240421917
Klhl4	-0.209539642440572	0.00400745225860777	0.0828542771028839
Klhl40	-0.0547271521017741	0.802522114132316	0.980184140730502
Klhl42	0.00178986309935522	0.983404668473231	0.999560212462957
Klhl5	-0.00509531675541641	0.960250308768796	0.995731613510781
Klhl7	0.00186348672326603	0.977849995985486	0.999560212462957
Klhl8	-0.0140192788708379	0.702272726549824	0.962374450024589
Klhl9	0.103827266092673	0.0172160853216268	0.210969417457601
Klk6	-0.227179503507809	0.0319145827098124	0.304653715948893
Kmt2a	-0.0716441801246067	0.45442815371897	0.886855699198828
Kmt2b	-0.0755348362926744	0.380825212721744	0.851325074054437
Kmt2c	0.00724644333898077	0.915287925200842	0.992342881361095
Kmt2d	0.0042038060724762	0.955691178065113	0.99565655774052
Kmt2e	-0.00203967939581427	0.958642455147582	0.995731613510781
Kndc1	0.112633388403671	0.308488959552165	0.806826720103372
Knop1	0.0905372703952663	0.0633005471164629	0.443491668602767
Kpna1	-0.00692011165114512	0.687879932490353	0.959040304947814
Kpna2	0.0757908034060668	0.0209006746570168	0.237123130334965
Kpna3	-0.0170821643525252	0.73736390148598	0.969530320731735
Kpna4	0.0677885996291778	0.249003919570797	0.756476105827025
Kpna6	-0.0222303998674036	0.635114560800391	0.947405768064239
Kpnb1	-0.0557686107064172	0.266125710212096	0.770154502176513
Kptn	0.0439112999866147	0.635898339755055	0.947405768064239
Kras	0.0476433498181659	0.456685188661135	0.887310375682922
Krba1	-0.0576228458861095	0.523462725424268	0.916925957503243
Krcc1	-0.052217135158056	0.303967199288795	0.803141835141162
Kremen1	0.244061045639479	0.00899687026925822	0.137607686130667
Kri1	-0.11108667646322	0.220687890978436	0.725744262308376
Krit1	-0.00120511870976431	0.990973109793556	0.999560212462957
Krr1	-0.102807675909357	0.00139205185610281	0.0393747270439672
Krt1	-0.0026361150386121	0.98965820510101	0.999560212462957
Krt10	-0.164360512275067	0.504041991106155	0.908007288981407
Krt12	-0.228309951179421	0.00194235690163014	0.0503428026240497
Krt20	-0.284666440111403	0.0784036723396966	0.491244475772921
Krt222	0.0434392632640515	0.541024552843001	0.92324424038181
Krt77	0.239511682443426	0.208493798583117	0.71691081616604
Krt80	-0.174620202883059	0.351951497095909	0.83659384066025
Krt9	0.214875637027693	0.27939220705545	0.783651811910791
Krtcap2	0.111203316120285	0.208039443371586	0.716606874258452
Ksr1	0.352557979192881	0	0
Ksr2	0.0181232466714568	0.746247765291141	0.970664890373011
Kti12	0.095995020027015	0.415909572257835	0.869551163242419
Ktn1	0.0265242257965358	0.759908614548447	0.972935521959714
Kxd1	-0.0531962933815207	0.704402151326491	0.962914361395784
Ky	-0.0584617298742905	0.68929812524265	0.959826805789521
L1cam	-0.0290803617430839	0.539181110232305	0.922003419553902
L2hgdh	0.176975484064146	0.0186864173649273	0.221749065837245
L3mbtl1	-0.178508095503294	0.0244135015272364	0.258959995348626
L3mbtl2	0.061690797412242	0.480898552800736	0.897600621754615
L3mbtl3	-0.0129719643062835	0.889029283836922	0.988705906414329
l7Rn6	-0.0107057189112687	0.860949216962733	0.986106313258111
Lacc1	0.0733845416962744	0.682149397452362	0.958594701201069
Lace1	-0.156053313766427	0.145149831216235	0.636581504669804
Lactb	-0.130881618304049	0.264658436471081	0.769503254973062
Lactb2	0.0067161317528055	0.916559124022713	0.992468559246301
Lad1	-0.0388667213052283	0.816089778425292	0.980184140730502
Lag3	0.229405984613722	0.0580841738346789	0.423546103377185
Lair1	0.11735326781984	0.321516404472495	0.816227954154244
Lama2	0.362420265516889	0.0225928048398174	0.247045241977491
Lama3	0.000698245548017259	0.99800632998742	0.9998353335986
Lama4	0.0150783937782312	0.900835983770701	0.989192994823347
Lamb1	0.170400860816722	0.200264174639595	0.709283264611191
Lamb2	0.0292669321490105	0.845748047304136	0.985413547378746
Lamb3	0.318288375786581	6.75848556126457e-05	0.0040449699332612
Lamc1	0.00854979670445355	0.922156887678966	0.993416020124315
Lamc2	-0.32290220847682	0.023280555929956	0.251677842422535
Lamc3	-0.0907505359663934	0.591700859406802	0.937922868206912
Lamp1	-0.0220902434224771	0.268086444896436	0.771326461786839
Lamp2	0.10405748491435	0.12522551440419	0.598079760197963
Lamp5	-0.267061140696488	5.96702351296496e-05	0.00365362156096019
Lamtor1	0.0437383346100533	0.428062111120597	0.875342755519161
Lamtor2	0.0646840376752116	0.251904165668433	0.760259197776376
Lamtor3	-0.0137623558310338	0.71806158741237	0.965317362961169
Lamtor4	-0.0214517688691627	0.819303814226555	0.980184140730502
Lamtor5	-0.0519032589349746	0.611778687067041	0.943710496193315
Lancl1	0.0240666338480682	0.510424287470683	0.910902447678728
Lancl2	-0.0722351834695266	0.179000253439841	0.687425337838248
Lancl3	0.12325289294646	0.604447617499364	0.940436359999007
Lap3	-0.0941648219305037	0.282169030529149	0.784854790198816
Laptm4a	0.00435123310544547	0.958482355706978	0.995731613510781
Laptm4b	-0.0747995861232077	0.0856918336425609	0.512125483356337
Laptm5	0.205631907396085	0.0195874941688587	0.228717686388304
Large	-0.0257472690499525	0.473005313259926	0.895787204903246
Larp1	0.024788741759903	0.454636964099736	0.886867792195186
Larp1b	0.132021126748351	0.195813785611948	0.703651432242583
Larp4	0.0861478494568474	0.120135864401665	0.588518475315235
Larp4b	0.0154860150827361	0.819726198742586	0.980184140730502
Larp6	0.0467212706933776	0.573031070091724	0.934429725725244
Larp7	-0.182706519074707	0.216043881642944	0.723201202289768
Lars	0.0775572310920867	0.453426085079228	0.886388999170976
Lars2	0.147371704842229	0.212623653910188	0.720616363699092
Las1l	0.0200522152612141	0.839270103233416	0.984029686277922
Lasp1	-0.0699193877820009	0.284756774364715	0.785855014789206
Lat2	-0.0867596952785605	0.669915564916928	0.95631154162123
Lats1	0.117066286463502	0.125453182110349	0.598705498137563
Lats2	0.0660986688201125	0.424006077023191	0.873311795466626
Layn	0.277802553771722	0.01554111732913	0.197881708726199
Lbh	-0.0168304369276154	0.861016464493795	0.986106313258111
Lbhd1	0.118337775205299	0.374429978506382	0.848289774778973
Lbr	0.0870634057832441	0.476652602592254	0.896364464710904
Lca5	-0.0646391041327197	0.662811516199309	0.954383496848848
Lca5l	-0.0999525778027161	0.730048412925695	0.968269420741179
Lcat	-0.0192339938645301	0.86997901030528	0.986106313258111
Lclat1	-0.0470941657706693	0.469411110617964	0.894835243798424
Lcmt1	-0.0489738798169754	0.538225129573585	0.921640792023102
Lcmt2	0.131128933442598	0.332750517436381	0.823935627377438
Lcorl	-0.100794472168196	0.214785489470492	0.722708882142403
Lcp1	0.256404514902398	0.0275583056229758	0.28135903694996
Lcp2	0.377964567354305	0.0779844713127664	0.489685562642607
Ldah	0.0220323765182175	0.500861744686295	0.907504349291309
Ldb1	0.118901217996174	0.00533665878526346	0.0998835950427331
Ldb2	0.154546581902114	0.258359533104452	0.763917960771134
Ldb3	-0.0735156537540711	0.634215793460712	0.947052011300801
Ldha	0.0137138696603795	0.723216295675896	0.966359957116909
Ldhb	-0.118446219550614	0.000613527765393806	0.0214717386595025
Ldhd	-0.0127988772289949	0.874033077386424	0.986106313258111
Ldlr	-0.0388505274682474	0.594216630209416	0.938597727086006
Ldlrad3	0.0186835731017624	0.873095869713722	0.986106313258111
Ldlrad4	-0.0126247862921496	0.896296105230297	0.989192994823347
Lef1	0.122467799810909	0.399805876486258	0.861634191601501
Lekr1	0.149024921740369	0.320305660373357	0.815892406782665
Lemd1	-0.166560768063792	0.34326834319905	0.831915395910218
Lemd2	-0.00576036252522808	0.930616192397513	0.994124729992627
Lemd3	0.0970709515113424	0.0316934022069022	0.303817402422269
Leng1	-0.147356226262025	0.0299854454016455	0.294599272863589
Leng8	0.0536632305208608	0.349365564556421	0.836384537060774
Leng9	-0.0587849180562346	0.392966199195051	0.85907719366528
Leo1	-0.141072828919439	0.195726537481379	0.703651432242583
Leprot	0.0154438371798693	0.896281209674189	0.989192994823347
Leprotl1	0.00852837554519363	0.8591254232598	0.986106313258111
Letm1	0.0165002665232624	0.755055239987939	0.972204354478402
Letm2	-0.1086616478289	0.382127623444169	0.851511062617208
Letmd1	-0.0315490973790438	0.45142813525899	0.884647764587729
Lfng	0.0970901992034841	0.562341322079081	0.930177764533258
Lgals1	0.430409747049522	0.0220467114050471	0.244677901813693
Lgals3bp	0.19612592158291	0.194698340456063	0.701604927257175
Lgals8	0.012533836744301	0.923709439943016	0.99373793495461
Lgals9	0.405666687175662	0.0278525929648292	0.283139702361794
Lgalsl	0.000451319029246436	0.99320250762216	0.999560212462957
Lgi1	-0.0783563176727619	0.0931444687069971	0.526684994436781
Lgi2	0.110803779274725	0.0832907914825667	0.507196317022291
Lgi3	-0.127264931844205	0.417122619752648	0.869987333765964
Lgi4	-0.217825776218922	0.0056655910439749	0.103934240421917
Lgmn	0.0263394714167727	0.344235859481891	0.832144012316321
Lgr4	-0.207052454342904	0.0817933532011188	0.501652402380525
Lgr5	-0.195477323679712	0.325403658408889	0.818702263213646
Lgr6	-0.554391162970275	0.0363806794328974	0.326372366034877
Lhfp	0.180910274706961	0.000169851964822554	0.00794073959315706
Lhfpl2	0.139506252909352	0.0101599683799614	0.150026040833541
Lhfpl3	0.0728558481786982	0.520748245084163	0.914983691440604
Lhfpl4	0.0419810859198701	0.468221420510626	0.894734922226195
Lhpp	-0.155344259330568	0.203547986716669	0.711796533672386
Lhx2	-0.0945078291761778	0.13576874651246	0.621366457533384
Lhx6	-0.0398206317045304	0.625240431286016	0.945135460008003
Lias	-0.0661944149291503	0.624468666842579	0.945135460008003
Lifr	-0.256433803368391	1.52075131814033e-05	0.00122341481041822
Lig1	-0.0111533173301751	0.909463992178482	0.990883891956524
Lig3	-0.155659376865965	0.0281602374047842	0.285496874965525
Lig4	-0.102763945965793	0.0822825643554874	0.502910059102187
Lima1	0.0629030372445119	0.494071499503725	0.906290951344946
Limch1	-0.0598158172191768	0.383762428155798	0.852899405837855
Limd1	0.0937085933216414	0.333458167379972	0.823935627377438
Limd2	0.163046691191686	0.0578269886241478	0.422747269296836
Limk1	0.00910639330352649	0.836483437204932	0.984029686277922
Limk2	-0.0505058101498554	0.193244477145453	0.700958067649242
Lims1	0.0627911716300565	0.168404730443504	0.673557465267391
Lims2	0.145677034497661	0.389273810144018	0.854771677170855
Lin28b	0.0290449602911441	0.743853817160409	0.970354919032754
Lin37	0.0696300638045923	0.589023688394345	0.937184469792047
Lin52	0.0686819996375713	0.453900299382281	0.886547502608715
Lin54	0.0558087966882427	0.57044487652437	0.93309236536314
Lin7a	-0.0844606722242669	0.404828684806652	0.862797557519937
Lin7b	-0.114894351224237	0.191643875166169	0.700938350105843
Lin7c	0.0616414315374394	0.342823122942058	0.831649827712779
Lin9	-0.0430225198340237	0.826699850202019	0.980845091376443
Lingo1	-0.0633661013605322	0.0261129398774054	0.270949088895457
Lingo2	-0.00694889428911346	0.924313326488167	0.993865457547465
Lingo3	-0.0754244252411688	0.384743074139963	0.853059279710342
Lins1	0.0623238931159482	0.638405296286878	0.948458403653459
Lipa	0.202694790260849	0.0015353733047021	0.0423769341270653
Lipe	-0.328536716487545	6.93922235228683e-08	1.38661331810454e-05
Lipg	0.133201580098311	0.490874270653326	0.904976389750603
Lipo1	0.0624362788605178	0.668799481395066	0.955901796839348
Lipt1	-0.15421710729429	0.36042759013958	0.840771495808559
Lipt2	0.161044097162963	0.574937585880186	0.93501727282545
